Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,6.263979689963531,0
244.140625,5.955014115102333,0.1979799362643459
488.28125,2.458128458924421,179.9294832691274
732.421875,-7.948169283589205,179.0124323561138
976.5625,-26.15676982870145,2.30165457536428
1220.703125,-28.77866183822868,83.00374839466937
1464.84375,-29.29130851815242,88.16961688912002
1708.984375,-29.32546398399181,77.45162427314445
1953.125,-29.32830373172894,77.71505473045509
2197.265625,-29.33745519368802,78.9864862829151
2441.40625,-29.38097164021696,102.5693599302528
2685.546875,-29.40283415787732,6.451199040716058
2929.6875,-29.37957589057498,11.32208420427156
3173.828125,-29.33009101400712,10.16849372423636
3417.96875,-29.30210109160568,8.949614753104921
3662.109375,-29.29010062932928,7.309632626366853
3906.25,-29.3103577729969,8.368716427352151
4150.390625,-29.36084683472408,7.468745241502334
4394.53125,-29.39964065654891,2.618683941278032
4638.671875,-29.42322051359788,76.41891416363914
4882.8125,-29.4112848036597,124.0644629327249
5126.953125,-29.35431246090933,125.6596989529542
5371.09375,-29.34890945350288,80.15836256186246
5615.234375,-29.35716919152779,52.92998403166423
5859.375,-29.36582972217162,38.97027195293079
6103.515625,-29.3714085810152,125.2107569023816
6347.65625,-29.34235145106268,7.121438294007417
6591.796875,-29.33178709613347,141.4616352952862
6835.9375,-29.34784543448339,2.93349199386211
7080.078125,-29.35133706778836,118.3094228892023
7324.21875,-29.35303189770743,160.9752746527744
7568.359375,-29.30983820057772,174.8379055943305
7812.5,-29.30886072870108,171.5013591473811
8056.640625,-29.33517553949706,14.60312936714363
8300.78125,-29.34991728358405,54.6053396707356
8544.921875,-29.35196323449329,71.51381401317505
8789.0625,-29.3511876940487,84.49808730087059
9033.203125,-29.34165416314027,97.90717660000283
9277.34375,-29.31966148686363,109.9899691658279
9521.484375,-29.32934061656092,116.4282265354311
9765.625,-29.30785098213629,118.4637344114615
10009.765625,-29.30113884980311,114.1719548972257
10253.90625,-29.30493731151103,87.41464604424766
10498.046875,-29.28657632321684,49.09338703578601
10742.1875,-29.26922139787339,17.2107161137343
10986.328125,-29.26853463182134,8.962144663926789
11230.46875,-29.3011950487531,14.87466506763021
11474.609375,-29.30310024300762,19.06365551686411
11718.75,-29.33151096003897,25.28468497356247
11962.890625,-29.36013845871508,64.69968230077227
12207.03125,-29.38326804139033,149.1735925509347
12451.171875,-29.3984196094615,1.008479528771673
12695.3125,-29.4078717692196,175.7716606449289
12939.453125,-29.407192655645,145.0446611020251
13183.59375,-29.38295940812123,118.7356959247757
13427.734375,-29.33677750433329,96.67596216249071
13671.875,-29.28679800538467,92.38025073400202
13916.015625,-29.25178515601998,109.563566947971
14160.15625,-29.26249925435315,116.4615945785557
14404.296875,-29.30392233245247,29.94323123949644
14648.4375,-29.31815610803945,28.84384207724696
14892.578125,-29.3238771155329,22.337178598548
15136.71875,-29.34078869129523,16.2282117499332
15380.859375,-29.33146212447222,5.941390959328229
15625,-29.30408195808594,150.072527874313
15869.140625,-29.25615291670793,119.7395575646939
16113.28125,-29.27429367356247,105.6946263488995
16357.421875,-29.32992954523471,101.1325299932872
16601.5625,-29.31177545977765,96.19263392954362
16845.703125,-29.27681874695115,94.35036052148909
17089.84375,-29.25651282031469,104.4417429436422
17333.984375,-29.28554919360093,135.6229981353875
17578.125,-29.36119762410683,7.440128279384521
17822.265625,-29.40792977358205,57.0242982684881
18066.40625,-29.4146741275029,76.90294006303127
18310.546875,-29.34499120631523,90.61527008663046
