Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,6.328402101506222,0
4.8828125,6.018626322252613,179.6704472285331
9.765625,2.521880513416841,179.5945771322666
14.6484375,-7.888076864936116,178.4994789467657
19.53125,-27.38810776268606,46.94941028904038
24.4140625,-29.57712555600714,177.306562893114
29.296875,-29.49702283426638,159.8657446361565
34.1796875,-29.3569593959018,145.7711139941655
39.0625,-29.19894558002285,142.8500862691872
43.9453125,-29.07664761727396,146.3656497803235
48.828125,-29.17286208617208,162.3294197318369
53.7109375,-29.21450231868709,18.12702003147509
58.59375,-29.33108773351885,68.50750514442903
63.4765625,-29.46351443440237,120.1488689043049
68.359375,-29.41870408919041,35.56691438269836
73.2421875,-29.34621652040751,72.85877501868036
78.125,-29.30265589819771,86.51330859324528
83.0078125,-29.35605616000048,80.42439085058027
87.890625,-29.40181417519116,24.18551373140739
92.7734375,-29.43012685879893,179.4380772185138
97.65625,-29.35511020958517,165.1746136672449
102.5390625,-29.33187471205039,155.1687031183176
107.421875,-29.410859430089,152.9439997997854
112.3046875,-29.42197979291569,161.6234943998249
117.1875,-29.44124196255958,25.4804929750327
122.0703125,-29.48399006168633,48.38514760677759
126.953125,-29.42179107273582,60.46277356810423
131.8359375,-29.36102402857556,66.21966792807959
136.71875,-29.31335250950062,67.38065767134006
141.6015625,-29.32942890746409,55.84134356748671
146.484375,-29.30670811889118,26.35960864162078
151.3671875,-29.22992663677361,148.2216841455829
156.25,-29.24500010181884,115.3318923139581
161.1328125,-29.35752898670971,101.7845145682728
166.015625,-29.43985795310832,95.20329497946162
170.8984375,-29.38960631570238,89.21047488724294
175.78125,-29.31755942295002,75.09927032321195
180.6640625,-29.26610223239789,49.86693321033447
185.546875,-29.29276163770247,34.25697362842618
190.4296875,-29.36328807295707,7.724302721294485
195.3125,-29.44492578719215,117.8128632503267
200.1953125,-29.46794405167047,60.72515566001712
205.078125,-29.48580893976352,47.32653902023437
209.9609375,-29.43334288329597,63.96719940073242
214.84375,-29.45403491673897,75.6875607558657
219.7265625,-29.56390859094077,62.66713445061787
224.609375,-29.59835428526507,95.37091465758182
229.4921875,-29.51496469813476,104.2259929195086
234.375,-29.39312351345153,127.2153552209628
239.2578125,-29.32190363768437,141.5642067963749
244.140625,-29.33507282007933,150.5014974160975
249.0234375,-29.38197720535842,163.7440401179493
253.90625,-29.3777483493335,172.9686081683892
258.7890625,-29.29779893987814,167.4471488083828
263.671875,-29.26509746321205,103.2777649297176
268.5546875,-29.30998721828825,29.75619790861117
273.4375,-29.40943521470333,13.33285868987212
278.3203125,-29.45222641443198,11.72536199982561
283.203125,-29.38400506919893,11.89701506655761
288.0859375,-29.28709224538559,12.93481076250803
292.96875,-29.17772227676765,37.9384314641924
297.8515625,-29.07203101496628,56.85452202004085
302.734375,-29.0430023184549,32.34828598994193
307.6171875,-29.08202590758404,12.85876810294793
312.5,-29.16170465768356,11.77971921380784
317.3828125,-29.14652541224948,12.71746466730361
322.265625,-28.92371572635246,7.312798798688779
327.1484375,-28.69215511038892,177.1806253003435
332.03125,-28.41591158778226,161.5818212553224
336.9140625,-28.09942318947555,150.0104416757357
341.796875,-27.81633156585508,148.5719875091571
346.6796875,-27.76032717058643,163.3013040091425
351.5625,-27.91072507581347,4.609774991506488
356.4453125,-28.19595516005677,15.0334240194064
361.328125,-28.5168404317869,11.05067665914859
366.2109375,-28.74459941272131,12.64473003073672
371.09375,-28.98126013977798,23.24552970093968
375.9765625,-29.06789829798342,39.93220392669187
380.859375,-29.1475110686989,60.72132398785794
385.7421875,-29.29300418489956,78.36194272326208
390.625,-29.45206110720179,94.83752603595619
395.5078125,-29.54916535438956,116.1946863696828
400.390625,-29.54935835515249,133.4270851461988
405.2734375,-29.48294334957252,141.2843942838728
410.15625,-29.37486292510309,134.6153267789616
415.0390625,-29.35045067437855,119.9406174200764
419.921875,-29.33771053755773,121.0529990185777
424.8046875,-29.22658033698394,159.4041758564017
429.6875,-29.27362331915104,72.97018805235004
434.5703125,-29.36173954933493,63.8460092980511
439.453125,-29.39949085673405,56.61451712924921
444.3359375,-29.37646446604433,0.5501377367408606
449.21875,-29.33721468341955,88.86916905739254
454.1015625,-29.35031987924869,65.81649286477342
458.984375,-29.34272379366121,47.82346991854735
463.8671875,-29.34475397767696,30.93215004731207
468.75,-29.36709235052312,12.85382059746173
473.6328125,-29.38127952246024,173.820245799185
478.515625,-29.46585318597192,172.0731745149122
483.3984375,-29.49346042933701,164.7799182639476
488.28125,-29.46558030034534,160.8407303992193
493.1640625,-29.40804841580443,169.4650126236523
498.046875,-29.41529572170545,179.0257334861536
502.9296875,-29.39723347667946,83.99612121113248
507.8125,-29.34047757012386,134.7104959270068
512.6953125,-29.37876710239135,148.4809514886113
517.578125,-29.44418667019158,161.5475665971253
522.4609375,-29.46502922168277,170.8152825819089
527.34375,-29.45827613194474,9.307125777005128
532.2265625,-29.36468264704303,39.36945252733435
537.109375,-29.29523747307277,47.2067953858262
541.9921875,-29.32145292902564,42.69502112945639
546.875,-29.33482281923047,34.08330996666714
551.7578125,-29.36414990696998,22.15010315312561
556.640625,-29.26072088623489,10.64761452673723
561.5234375,-29.20358510776928,0.4850291572237062
566.40625,-29.30579602158423,36.68401806143741
571.2890625,-29.40414996624516,127.5302746258098
576.171875,-29.47269470994275,146.4149907257164
581.0546875,-29.39951486855825,148.7535428654933
585.9375,-29.31012183342612,140.7991253334226
590.8203125,-29.32465043462199,96.77161159783056
595.703125,-29.38341411109503,15.96579522829975
600.5859375,-29.4293080396149,179.2278951558573
605.46875,-29.50624884549311,10.05219007736128
610.3515625,-29.49372561826093,151.5322172294571
615.234375,-29.38652940179129,146.8603149668855
620.1171875,-29.29928753824796,145.7762997767092
625,-29.22274891613362,156.0470975674356
629.8828125,-29.07290657529249,25.90534096417647
634.765625,-28.94395734598299,74.8847613934701
639.6484375,-28.84315343337045,71.44766068698846
644.53125,-28.72607420376429,66.19923074782638
649.4140625,-28.50910900756622,67.57299034921064
654.296875,-28.14151173558741,78.28858982533227
659.1796875,-27.80626685226824,144.3305853350391
664.0625,-27.59597015344586,8.90390998478059
668.9453125,-27.27668157010934,176.2185788413181
673.828125,-26.92311360521783,167.5227900327855
678.7109375,-26.69302508606485,164.2746441180323
683.59375,-26.45113803898922,166.2423324505527
688.4765625,-26.30531109535088,1.91920452458928
693.359375,-26.22761097106367,107.4281767558792
698.2421875,-26.28806035807784,171.7497997244649
703.125,-26.59014355533589,129.5599163748467
708.0078125,-26.83631598372058,71.06568769351857
712.890625,-27.10678327659333,49.63367493446992
717.7734375,-27.44744325984158,47.40149812719641
722.65625,-27.74690158706798,56.60689972268877
727.5390625,-28.02990451283482,73.13032889918752
732.421875,-28.22467713282012,86.55192381396233
737.3046875,-28.30583346458496,96.66719488672693
742.1875,-28.44117245664719,95.75084499690963
747.0703125,-28.58079230926024,81.80513411959065
751.953125,-28.70162812720233,133.3856443267031
756.8359375,-28.924350316287,16.66820590038566
761.71875,-29.06931181574983,22.11714570401546
766.6015625,-29.14553040277135,25.45223603757688
771.484375,-29.24233527631377,27.52524499834827
776.3671875,-29.27665594135514,30.2324673109115
781.25,-29.27977677317063,38.48976686379712
786.1328125,-29.25298178954196,48.8112379892662
791.015625,-29.36848420910127,55.43247994865793
795.8984375,-29.53118482966602,50.5253469698569
800.78125,-29.62300334928721,24.55575204037268
805.6640625,-29.60644295625273,162.0843319704765
810.546875,-29.54819514306771,138.287333024079
815.4296875,-29.48753889698859,164.4958892285056
820.3125,-29.52426413668422,23.9748205763425
825.1953125,-29.61349906408415,41.92393902538669
830.078125,-29.644235810272,20.61707144052838
834.9609375,-29.50836337100499,7.607938962733896
839.84375,-29.42713115029736,1.403100372642954
844.7265625,-29.34827354953626,160.0045122623625
849.609375,-29.24370363576804,144.0388103523369
854.4921875,-29.26104963789319,122.7487683205728
859.375,-29.46061738464513,31.66370257244507
864.2578125,-29.58638729133145,18.76081747137207
869.140625,-29.50884221992738,176.8003251719716
874.0234375,-29.45342764791974,173.8719058161472
878.90625,-29.55959180508553,24.50229480164361
883.7890625,-29.53887291207019,121.0451684032852
888.671875,-29.45672781801092,177.5302102097568
893.5546875,-29.46111956352945,1.238195281387963
898.4375,-29.40734527111559,179.0736157757794
903.3203125,-29.37056706488612,176.8343643684773
908.203125,-29.36865933769632,163.7994756687892
913.0859375,-29.44366721656603,14.16442596202891
917.96875,-29.43661270765091,175.3844302714889
922.8515625,-29.39937252000263,148.1182876938592
927.734375,-29.37442790684132,114.9890551516585
932.6171875,-29.33425551633761,80.30847193704064
937.5,-29.31759679734597,79.18517942085228
942.3828125,-29.30778038872459,97.41546171492989
947.265625,-29.27237020632045,122.2994147945921
952.1484375,-29.27437365758206,142.2712856604802
957.03125,-29.26113060841583,148.0436345211377
961.9140625,-29.17674515981142,146.523824179719
966.796875,-29.1485731320337,151.9150933284287
971.6796875,-29.19080233916016,150.0447892164592
976.5625,-29.2880639151654,168.5121021130072
981.4453125,-29.34216266136236,17.96470374403362
986.328125,-29.37444709592421,78.08267922866975
991.2109375,-29.34589444355103,85.39747049478845
996.09375,-29.34337537952124,94.68562027013186
1000.9765625,-29.29925842209815,105.3278396696438
1005.859375,-29.25918169452883,115.6656783730383
1010.7421875,-29.31117265077534,13.71738777400651
1015.625,-29.38747761423044,33.45017880986774
1020.5078125,-29.40942609396238,22.06705607039207
1025.390625,-29.42181752467537,8.59815456632592
1030.2734375,-29.46222402527781,176.9127072435743
1035.15625,-29.54037531855004,168.3705885248749
1040.0390625,-29.51288727620636,165.103913208548
1044.921875,-29.48769233516879,165.854456297225
1049.8046875,-29.52882727816171,0.2947609098577151
1054.6875,-29.54187639146009,44.33770247208383
1059.5703125,-29.51300780751042,54.98201390700001
1064.453125,-29.49451161118535,56.69281788737769
1069.3359375,-29.46877680646718,74.12533401686865
1074.21875,-29.50114736823784,81.5126068007645
1079.1015625,-29.51595535051224,103.0496048830704
1083.984375,-29.50335046547133,123.800626930103
1088.8671875,-29.46751214795007,136.1161570360566
1093.75,-29.38440363974949,128.0474650985951
1098.6328125,-29.37077560204147,114.4422572347547
1103.515625,-29.44104663472988,108.4801910011048
1108.3984375,-29.46974445817393,87.52140764125177
1113.28125,-29.49898553410778,39.01348627003758
1118.1640625,-29.51772997825551,148.1802640158253
1123.046875,-29.49662634337951,123.5321597125527
1127.9296875,-29.37098319889994,127.2821457208778
1132.8125,-29.33098608770673,141.4442243808066
1137.6953125,-29.39773745106198,154.914219781507
1142.578125,-29.43344394018089,163.085675441004
1147.4609375,-29.42352152840975,176.6797229264672
1152.34375,-29.38589748799397,16.56664094412768
1157.2265625,-29.36766926232037,104.3160973784967
1162.109375,-29.36678820059181,128.3420667801228
1166.9921875,-29.36970041742153,111.1269182310151
1171.875,-29.33696292495662,108.0669967529141
1176.7578125,-29.25899756088763,113.7927835933713
1181.640625,-29.22828307284572,126.189154001454
1186.5234375,-29.25492082320568,10.10390736756564
1191.40625,-29.31802898257906,35.98921793087506
1196.2890625,-29.34341754653101,51.9207196251366
1201.171875,-29.42775011851273,62.14062149479059
1206.0546875,-29.46790700973477,69.98474445415373
1210.9375,-29.37047841947861,96.05919725059479
1215.8203125,-29.32197494865625,112.845992091555
1220.703125,-29.37101103769389,103.5662867604987
1225.5859375,-29.35567282698411,101.6883556182424
1230.46875,-29.3292042435211,94.78475191628154
1235.3515625,-29.24116843897078,61.91222103198546
1240.234375,-29.22143502691422,64.50618220386939
1245.1171875,-29.25565371189885,113.8608264276021
1250,-29.25113153641949,99.78620126976506
1254.8828125,-29.25095607778474,74.59044307706948
1259.765625,-29.24533671773554,65.14131502157225
1264.6484375,-29.272512899313,75.1897524118106
1269.53125,-29.3736259030648,87.27466147566021
1274.4140625,-29.40993872257282,113.8214376699875
1279.296875,-29.37831006817123,133.1375646749206
1284.1796875,-29.37583894369663,141.8167551684558
1289.0625,-29.41327481453312,140.8981845190839
1293.9453125,-29.41953246308853,101.7045441014523
1298.828125,-29.47117567024074,55.61469465944187
1303.7109375,-29.44413094309495,30.30003797406825
1308.59375,-29.43980216684,28.7625219544386
1313.4765625,-29.41742414360634,25.14883989695709
1318.359375,-29.45543841546873,23.47851072810396
1323.2421875,-29.399281057969,63.28061956333165
1328.125,-29.26527077017411,132.6617047621371
1333.0078125,-29.20213856405279,166.5362270510063
1337.890625,-29.28662989575681,9.728946035110448
1342.7734375,-29.36609123925257,34.72899625350357
1347.65625,-29.3811552301726,84.10053447181328
1352.5390625,-29.33345672050613,109.9250566565441
1357.421875,-29.33904419587982,119.4200791788773
1362.3046875,-29.3201284604688,131.4584948374443
1367.1875,-29.27852249283589,141.1576657019551
1372.0703125,-29.3600590538852,153.6208178177058
1376.953125,-29.40226220732113,14.06843990358258
1381.8359375,-29.37660577559557,52.28310138988738
1386.71875,-29.34577210595558,97.79040807080233
1391.6015625,-29.37142010053068,102.7447010922267
1396.484375,-29.40252164596089,94.95919115381717
1401.3671875,-29.44376418971306,83.81356909119269
1406.25,-29.49341536072912,51.52279973759244
1411.1328125,-29.57203340472215,30.70716070402639
1416.015625,-29.60694552900287,164.3278993377489
1420.8984375,-29.50166290901812,62.47426274324404
1425.78125,-29.45915050768578,37.60846955542986
1430.6640625,-29.50472288040066,36.14176927136029
1435.546875,-29.47930076605359,44.46179869102826
1440.4296875,-29.36993014036487,49.93287551256299
1445.3125,-29.28454885379351,51.001958403309
1450.1953125,-29.30376411910628,46.00837331667008
1455.078125,-29.38071499936249,39.50914849775277
1459.9609375,-29.42368619053022,49.14027893004696
1464.84375,-29.33660399275162,54.92980810157522
1469.7265625,-29.26809188035639,55.68411699541902
1474.609375,-29.23988109577414,66.33468319480308
1479.4921875,-29.32898783370133,74.81187079013564
1484.375,-29.38134726596826,100.3830866442406
1489.2578125,-29.39962508745547,138.4882589005531
1494.140625,-29.41299594713153,145.9272408868308
1499.0234375,-29.4222182863524,142.5872864715884
1503.90625,-29.43715167607886,135.3262843145742
1508.7890625,-29.44114410250231,118.8104930814016
1513.671875,-29.39017105013693,113.5441060306832
1518.5546875,-29.38868145601158,127.3768856090485
1523.4375,-29.43526286200261,126.4041537959783
1528.3203125,-29.40273479790293,98.20247401482592
