Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,6.328194501605388,0
12.20703125,6.019160639722807,179.9282892709537
24.4140625,2.522668515769211,179.503718722481
36.62109375,-7.886511933537175,177.5118192131845
48.828125,-27.16384315156368,152.8093781207299
61.03515625,-29.23368017365748,105.7122413687954
73.2421875,-29.30742082252085,93.75574995418691
85.44921875,-29.3640077003126,127.6795488563819
97.65625,-29.37243940740004,171.774810609255
109.86328125,-29.38718761727653,15.2264946951789
122.0703125,-29.40651539604566,28.94587835446924
134.27734375,-29.41045499869096,33.77027984266661
146.484375,-29.43225582611955,43.12974275405783
158.69140625,-29.43400832920526,53.59355029536022
170.8984375,-29.43043189221611,45.03475305665091
183.10546875,-29.45393571866922,11.67283130822563
195.3125,-29.47032752998035,155.5623399019121
207.51953125,-29.46418095683054,119.5713217926806
219.7265625,-29.41620021232646,147.9134826169517
231.93359375,-29.40694437518667,31.79832884463287
244.140625,-29.42922312862852,2.88568236889501
256.34765625,-29.41354977773271,167.4122435755377
268.5546875,-29.36822339067695,171.0274546667849
280.76171875,-29.32802179960964,166.2134400134456
292.96875,-29.29321312831532,160.9511582123019
305.17578125,-29.28779965208261,68.47424461447714
317.3828125,-29.24907926892961,148.483058847884
329.58984375,-29.04892588969474,145.6234925784196
341.796875,-28.65078862268592,138.7027002844519
354.00390625,-28.09273912539218,131.9492514039489
366.2109375,-27.46546821796762,123.5422752223512
378.41796875,-27.18458901757778,126.2548495210109
390.625,-27.31483309891864,135.5929789480842
402.83203125,-27.78622171148434,128.6727961015082
415.0390625,-28.5305717110508,109.8367142182003
427.24609375,-29.01202223791263,99.12909927075771
439.453125,-29.22374776838129,91.93643281183522
451.66015625,-29.33096494786358,99.57513683309128
463.8671875,-29.37761236273683,119.3953918244481
476.07421875,-29.41553370511482,132.2382017062777
488.28125,-29.41348361744702,159.20065170099
500.48828125,-29.37952785438791,15.24571299556027
512.6953125,-29.38226916315777,30.0755146921384
524.90234375,-29.39090091455843,51.68208278243443
537.109375,-29.41382017969219,64.88404314913666
549.31640625,-29.43983439136765,78.34282407396466
561.5234375,-29.43596501965354,100.0010140063378
573.73046875,-29.4146978236314,99.69200374592853
585.9375,-29.37720721311759,87.3866580971148
598.14453125,-29.36473477612438,61.75447850955254
610.3515625,-29.3572668407645,34.42874668275667
622.55859375,-29.32799600702351,14.47622388000658
634.765625,-29.24969015891156,1.415704082717982
646.97265625,-29.13389873571525,0.3971271782688284
659.1796875,-28.95278313927754,10.17206276187319
671.38671875,-28.65539053838357,10.36458540758687
683.59375,-28.18911888476972,9.207434574620553
695.80078125,-27.6100007683382,10.81316697420125
708.0078125,-26.90972447564398,6.858931836313473
720.21484375,-26.29219453224296,5.686493457053094
732.421875,-25.66062320534676,19.15008988634237
744.62890625,-24.91941472747278,31.64981047387935
756.8359375,-24.42417566131596,0.5270209921989079
769.04296875,-24.39477302254397,171.2213775038072
781.25,-24.81701493221239,53.5146592141897
793.45703125,-25.75114380539558,88.36899045024845
805.6640625,-26.89294512768684,11.71883714302271
817.87109375,-27.82849266632986,33.2583488087863
830.078125,-28.4561262396282,62.95880515526804
842.28515625,-28.91101600495453,103.8784650847937
854.4921875,-29.22082935739162,109.5961354634659
866.69921875,-29.37783775757329,72.66988116270241
878.90625,-29.42483723163443,4.385774331140063
891.11328125,-29.43527384699412,18.20485259674265
903.3203125,-29.38370689579025,34.24894797144223
915.52734375,-29.37344764018395,54.1895054787639
927.734375,-29.37742627324756,65.9884194091736
939.94140625,-29.36217493229725,143.1052835472932
952.1484375,-29.37512177681104,0.8891934141932655
964.35546875,-29.3999745194663,41.73876525604726
976.5625,-29.38721881709817,63.56711006246303
988.76953125,-29.36991054325147,63.55287601080659
1000.9765625,-29.3657386311133,103.9092919948577
1013.18359375,-29.37109551261593,121.7825683253509
1025.390625,-29.36962663219509,157.9862023792687
1037.59765625,-29.35247912854903,29.5484358163238
1049.8046875,-29.3814480161061,77.95056974246458
1062.01171875,-29.4120971039421,117.234318482899
1074.21875,-29.37736515230647,140.5730968871097
1086.42578125,-29.34342548646538,149.4774584245046
1098.6328125,-29.31139719952294,155.0948876442685
1110.83984375,-29.29571921841544,160.0642948734762
1123.046875,-29.24451765685099,152.579031790785
1135.25390625,-29.24549833570717,115.7646739193231
1147.4609375,-29.27841438660336,40.61487360387319
1159.66796875,-29.30079579498438,15.72520446126435
1171.875,-29.30433449493508,10.7324275187218
1184.08203125,-29.29797350932698,170.7593943366083
1196.2890625,-29.33322817894224,140.7134269810087
1208.49609375,-29.37708841055155,96.72562388680188
1220.703125,-29.40823946511615,57.54458241126845
1232.91015625,-29.40732213201287,21.46962992432835
1245.1171875,-29.39869538858328,1.714603600349368
1257.32421875,-29.407192451989,178.5189090335496
